R_fighter,B_fighter,Referee,date,location,Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_opp_KD,R_avg_opp_LEG_att,R_avg_opp_LEG_landed,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_opp_SIG_STR_pct,R_avg_opp_SUB_ATT,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_opp_TD_pct,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
Diego Sanchez,David Bielkheden,Jerry Krysz,2008-03-01,"Columbus, Ohio, USA",Red,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,155,2,0,0,7.5,6.5,4.5,3.625,32.75,6,25.125,14.625,54,16.875,0.25,0.875,0.875,2.125,0.375,62.375,24.25,0.46,1,6,1.875,0.34125,81,39.625,6,2,2,1.5,3.875,2.5,34.75,10.5,5.75,3.125,41.375,13.625,0,1,1,0.375,0.125,44.375,16.125,0.42875,0.25,2.375,1.875,0.4125,82.75,50.875,19,648.75,1,0,0,3,3,0,0,6,Southpaw,177.8,182.88,170,28,26
Jon Fitch,Chris Wilson,Jerry Krysz,2008-03-01,"Columbus, Ohio, USA",Red,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,170,0,7,0,5.571428571,4.571428571,8.428571429,5.285714286,15.71428571,6.428571429,28,17.85714286,43.14285714,22.14285714,0.2857142857,3.428571429,2.857142857,2.857142857,0,52.14285714,29.57142857,0.5514285714,1.142857143,4.571428571,3,0.6171428571,145.5714286,117.5714286,7,0,3,2.428571429,8.285714286,7,9.285714286,2.428571429,0.4285714286,0.2857142857,9.285714286,1.857142857,0,5.714285714,5.428571429,0,0.1428571429,18,9.714285714,0.5814285714,2.142857143,3.285714286,1,0.3285714286,24.28571429,15.57142857,17,675.1428571,0,0,1,2,1,3,0,7,Orthodox,182.88,193.04,170,30,30
Josh Koscheck,Dustin Hazelett,Herb Dean,2008-03-01,"Columbus, Ohio, USA",Red,FALSE,Welterweight,3,0,3,0,0.75,0.75,1.75,1.25,20.75,9,14.5,6.75,33.75,14.75,0,2.5,1.5,0,0,37,17,0.46,1.25,0.25,0.25,0.25,47.5,26.75,3,1,0.5,0.5,0,0,13.5,4.25,2.75,2.25,14.75,5.5,0,1,0.5,2,0,16.25,6.5,0.42,0.25,2.5,1.5,0.625,29.5,19.5,6,345.75,0,0,0,1,0,2,0,3,Orthodox,185.42,193.04,170,1,0,0,2.666666667,2.222222222,0.1111111111,0,24.11111111,5.333333333,14.11111111,10.22222222,34.44444444,12.55555556,0.1111111111,1.222222222,0.7777777778,3.777777778,0.1111111111,38.33333333,15.55555556,0.3966666667,0.5555555556,4.222222222,2.666666667,0.7388888889,63.88888889,39.22222222,5,2,1.222222222,0.6666666667,0.5555555556,0.4444444444,29.22222222,7.888888889,2.666666667,1.666666667,25.44444444,4.444444444,0.1111111111,5.777777778,4.888888889,0.4444444444,0.2222222222,32.44444444,10,0.3577777778,1.777777778,0.4444444444,0.3333333333,0.2222222222,53.33333333,30.44444444,19,589,0,0,0,3,2,2,0,7,Orthodox,177.8,185.42,170,21,30
Luigi Fioravanti,Luke Cummo,Dan Miragliotta,2008-03-01,"Columbus, Ohio, USA",Red,FALSE,Welterweight,3,0,2,0,11,7.4,9.4,5.4,38.6,14.4,7.2,4.2,41,13.4,0.8,3.2,3.2,1.2,0,55.2,24,0.448,1.4,1.2,0.8,0.35,81.8,48.4,2,2,4.4,3.2,3.6,2.2,24.6,5.2,10.8,6.4,31.8,8.6,0,2.8,2,5.2,0.4,39,13.8,0.376,0.6,6.2,2.8,0.336,62,34.4,12,654,1,0,0,1,2,0,0,3,Orthodox,182.88,187.96,170,2,0,0,5.2,3.6,14.8,8.2,37,13.6,1.4,0.8,37.8,9.4,0.4,10.2,9.6,0.2,0.2,53.2,22.6,0.45,0,1.6,0.4,0.4,62.6,31.4,2,3,15.4,7.8,15.6,6.6,71.8,12.4,7.4,3.8,74.6,12.2,0,4.8,2.8,2.2,0.2,94.8,22.8,0.314,0.8,3.4,1.6,0.398,142,68.4,10,564.8,0,0,0,0,2,0,0,2,Orthodox,172.72,177.8,170,27,27
Chris Lytle,Kyle Bradley,Yves Lavigne,2008-02-02,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,155,1,0,0,8.4,6.8,8.9,7.1,31.6,9.8,3.4,2,31.3,8.8,0.1,4.2,3.3,1.1,0.6,43.9,18.9,0.471,1.5,1.1,0.7,0.466,93.1,65.7,2,7,5.1,3.7,7.4,4.7,17.6,6.8,14.4,7.4,29.5,11.4,0.2,4.8,3.8,2.2,0.4,39.4,18.9,0.501,0.6,3.6,1.7,0.524,69.8,47.8,23,614.7,1,0,0,0,0,3,0,3,Orthodox,180.34,172.72,170,25,33
Mike Swick,Joshua Burkman,Steve Mazzagatti,2008-01-23,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,3,0,1,0,4,2.714285714,12.85714286,7.428571429,32.71428571,10.28571429,6.428571429,4.142857143,41.14285714,12.71428571,0.2857142857,6.857142857,6.428571429,0.7142857143,0.1428571429,52,21.85714286,0.5357142857,0.5714285714,6.857142857,2.857142857,0.4342857143,64,33.14285714,2,2,9.714285714,7,13.71428571,8.428571429,37.57142857,13.42857143,4.857142857,2.714285714,43.57142857,15.28571429,0.1428571429,2.857142857,2.285714286,0.5714285714,0.2857142857,56.14285714,24.57142857,0.4028571429,0.5714285714,2.428571429,1,0.2414285714,86.85714286,54.14285714,16,612.1428571,0,0,1,2,1,1,0,5,Orthodox,177.8,182.88,170,1,0,0,3.5,2.333333333,7.666666667,6,32.5,8.333333333,1.333333333,1,30.5,7.166666667,0.3333333333,7.5,5.833333333,0.8333333333,0.1666666667,41.5,15.33333333,0.475,0.3333333333,1.166666667,0.5,0.07,50.66666667,24,5,1,2.166666667,1.166666667,5.5,4.833333333,15.16666667,4.5,3.833333333,2.833333333,18.5,7.666666667,0,3.833333333,3.333333333,1,0,24.5,12.16666667,0.385,0.3333333333,2.166666667,0.8333333333,0.24,45.5,30.83333333,10,351.6666667,0,0,0,1,2,2,0,5,Orthodox,185.42,195.58,170,27,28
Marcus Davis,Jess Liaudin,Mario Yamasaki,2008-01-19,"Newcastle, England, United Kingdom",Red,FALSE,Welterweight,3,0,2,0,2,1.5,10,8.5,23,9.5,3,1.5,31,15.5,1,3,2.5,0,0,36,19.5,0.38,0.5,0.5,0,0,40.5,23.5,2,0,2.5,2.5,2,2,12.5,5.5,0,0,10.5,3.5,0,1.5,1.5,0.5,0,14.5,7.5,0.58,0,0.5,0.5,0.5,23.5,16,2,165.5,0,0,0,0,1,1,0,2,Orthodox,175.26,182.88,170,0,5,0,3.666666667,2.833333333,6.666666667,5,26.33333333,11.16666667,8,5.333333333,34,15.83333333,0.3333333333,3.333333333,2.833333333,1.666666667,0,41,21.5,0.48,0.8333333333,1.5,0.8333333333,0.305,64.83333333,43.5,5,1,2.666666667,1.5,3.5,1.833333333,23.33333333,7.5,7.666666667,4,25.83333333,7,0.1666666667,6,4.833333333,0.8333333333,0.5,34.5,13.33333333,0.3966666667,0.1666666667,0.5,0.5,0.1666666667,43.5,21,10,413.1666667,0,0,0,1,1,3,0,5,Southpaw,177.8,177.8,170,,34
Paul Kelly,Paul Taylor,Herb Dean,2008-01-19,"Newcastle, England, United Kingdom",Red,FALSE,Welterweight,3,1,0,0,4.5,4,4.5,3.5,99,38.5,10.5,5,89,28,1,20.5,15,1,0.5,114,47,0.46,0,0,0,0,120.5,53,1,1,9,8.5,2.5,1,77,26,11.5,8,73.5,21,0,8.5,5.5,1.5,0,91,35,0.46,0.5,4,0.5,0.165,95,39,4,445.5,0,0,0,0,1,0,0,1,Orthodox,182.88,182.88,155,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,155,28,23
Georges St-Pierre,Matt Hughes,Steve Mazzagatti,2007-12-29,"Las Vegas, Nevada, USA",Red,TRUE,Welterweight,5,0,1,0,5.388888889,5,1.555555556,1.111111111,12,4.055555556,24.38888889,16.72222222,32.11111111,16.44444444,0,0.4444444444,0.4444444444,3.888888889,0.2222222222,37.94444444,21.88888889,0.5522222222,0.8333333333,4.222222222,2.388888889,0.6355555556,58.83333333,42.16666667,6,3,2.055555556,1.722222222,2.388888889,1.833333333,11.55555556,3.833333333,4.611111111,3.055555556,15.16666667,6.111111111,0.2222222222,1.333333333,0.8888888889,0.8333333333,0.3888888889,18.55555556,8.722222222,0.4205555556,0.9444444444,0.5555555556,0.3333333333,0.2,41.77777778,31.44444444,38,563.3888889,11,0,0,4,5,4,2,15,Switch,175.26,185.42,170,0,1,0,6.5,5.8,4.1,2.7,39.5,18.5,24.2,15.9,53.6,25.7,0.4,7.7,5.6,2.9,0.3,67.8,37.1,0.541,1.1,2.9,2.3,0.73,104.7,72.7,5,2,3.9,3.2,2.8,2.1,28.1,8.3,2.5,1.4,27,6.8,0.2,2.5,1.8,0.7,0.3,33.4,11.8,0.332,0.7,3,0.5,0.169,47.4,24.2,20,531.3,3,0,1,3,3,1,0,8,Orthodox,180.34,193.04,185,34,26
Roan Carneiro,Tony DeSouza,Steve Mazzagatti,2007-12-29,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,3,1,0,0,0.6,0.4,1.2,0.8,4.2,0.4,8.8,6,13.4,6.6,0,0.2,0.2,1,0,14.2,7.2,0.442,0.6,2.8,1.2,0.4,29.2,22.2,2,2,0,0,0.2,0,7.4,2.8,8.6,5,14.6,6.4,0.6,1.6,1.4,0.8,0.2,16.2,7.8,0.578,1,0.4,0,0,43.2,33.6,9,377.8,0,0,0,1,0,2,0,3,Southpaw,182.88,177.8,170,1,0,0,4.5,3.5,7,5.5,8,4,8,3.5,17.5,8.5,0,1,1,4,0,23,13,0.505,2.5,6,4.5,0.685,44,32,1,1,1.5,1.5,6.5,3.5,16.5,5.5,7.5,4.5,26.5,9.5,0,2.5,2.5,0.5,0,30.5,13.5,0.425,0.5,0.5,0,0,73.5,56.5,5,633.5,0,0,0,1,0,0,0,1,Orthodox,180.34,187.96,170,33,29
Ben Saunders,Dan Barrera,Yves Lavigne,2007-12-08,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,175.26,,170,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,187.96,195.58,170,26,24
George Sotiropoulos,Billy Miles,John McCarthy,2007-12-08,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,177.8,,170,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,155,29,30
Jon Koppenhaver,Jared Rollins,Steve Mazzagatti,2007-12-08,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,175.26,,170,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,180.34,,170,30,26
Jonathan Goulet,Paul Georgieff,Steve Mazzagatti,2007-12-08,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,187.96,,170,2,0,0,1.8,1.4,2.2,1.4,7.4,2,6.2,3.2,12.6,4.2,0,1.4,1,2.4,0.8,15.8,6.6,0.27,0.2,2.2,1.4,0.332,38.2,25.8,1,3,1.2,1.2,1.6,1,7.2,3.6,7.8,5.4,14.6,8,0.8,0.8,0.8,2.6,0,16.6,10,0.67,1.8,2.6,2,0.35,26.4,18.8,9,380,0,1,0,0,0,0,1,2,Orthodox,182.88,185.42,170,25,28
Mac Danzig,Tommy Speer,Yves Lavigne,2007-12-08,"Las Vegas, Nevada, USA",Red,TRUE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,170,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,155,23,27
Matt Arroyo,John Kolosci,John McCarthy,2007-12-08,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,180.34,,185,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,170,33,25
Roman Mitichyan,Dorian Price,Yves Lavigne,2007-12-08,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Southpaw,190.5,,170,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,177.8,,170,30,29
Troy Mandaloniz,Richie Hightower,Steve Mazzagatti,2007-12-08,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,172.72,,170,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,175.26,,170,33,27
Akihiro Gono,Tamdan McCrory,Dan Miragliotta,2007-11-17,"Newark, New Jersey, USA",Red,FALSE,Welterweight,3,0,1,0,4,3,4,1,6,3,4,4,8,5,0,2,0,2,0,14,8,0.57,2,5,2,0.4,19,13,1,0,1,1,0,0,6,5,28,14,31,16,0,2,2,5,1,34,19,0.55,0,0,0,0,44,29,2,424,0,0,0,0,0,1,0,1,Switch,193.04,198.12,185,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Switch,170.18,172.72,170,21,33
Karo Parisyan,Ryo Chonan,Kevin Mulhall,2007-11-17,"Newark, New Jersey, USA",Red,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,170,0,2,0,2.555555556,2.111111111,11.55555556,5.555555556,39.55555556,13.77777778,26.22222222,12.88888889,73.11111111,28.55555556,0,1.666666667,1.555555556,3.444444444,0.2222222222,77.33333333,32.22222222,0.4144444444,1,7.111111111,4.777777778,0.6122222222,109.5555556,60.44444444,4,2,10,8.333333333,9.888888889,5.222222222,41.77777778,12.11111111,15.88888889,10.33333333,53.11111111,16,0.1111111111,4.444444444,3.333333333,1,0.8888888889,67.55555556,27.66666667,0.3733333333,0.5555555556,4,1.666666667,0.45,107.2222222,65,23,757.3333333,0,0,1,4,1,1,0,7,Orthodox,177.8,182.88,170,31,25
Thiago Alves,Chris Lytle,Dan Miragliotta,2007-11-17,"Newark, New Jersey, USA",Red,FALSE,Welterweight,3,0,1,0,7.222222222,6,7.888888889,6.555555556,23,7.666666667,3.666666667,2.111111111,23.44444444,7.222222222,0.1111111111,3.888888889,3.111111111,1.222222222,0.6666666667,34.55555556,16.33333333,0.4877777778,1.666666667,1.111111111,0.6666666667,0.4066666667,83.88888889,63.22222222,2,6,4.666666667,3.333333333,6.222222222,4.222222222,11.88888889,4.444444444,15.66666667,8,26.22222222,11.11111111,0.1111111111,2.888888889,2.222222222,2.444444444,0.4444444444,33.77777778,16.66666667,0.5088888889,0.6666666667,4,1.888888889,0.5822222222,66.55555556,47.77777778,21,616.3333333,1,0,0,0,0,3,0,3,Orthodox,180.34,172.72,170,0,3,0,4,3.428571429,8.142857143,5.857142857,31.14285714,12,15,7.285714286,40.57142857,14.71428571,0.4285714286,9.714285714,7,1.428571429,0,54.28571429,25.14285714,0.5614285714,0.5714285714,0.7142857143,0.7142857143,0.4285714286,73.57142857,41.28571429,3,2,3.428571429,2.428571429,7,4,24.28571429,5.285714286,9.571428571,6.857142857,34.85714286,11.71428571,0.1428571429,2.571428571,2,1.428571429,0.1428571429,40.85714286,16.14285714,0.4414285714,1,4.571428571,1.142857143,0.2542857143,53.14285714,27.71428571,13,470.4285714,0,0,0,1,4,0,0,5,Orthodox,175.26,177.8,170,33,24
Joshua Burkman,Forrest Petz,Yves Lavigne,2007-10-20,"Cincinnati, Ohio, USA",Red,FALSE,Welterweight,3,0,1,0,15.5,9.25,8.5,4.5,87.5,16.25,6,3.5,84.5,13.5,1.25,2,1.5,0.75,0.25,102,24.25,0.2875,0,1.5,1.5,0.25,127.5,46.75,1,2,6,5,11.75,7,42.75,14.25,10.5,6.75,49,13.5,0,10,9.5,2.5,0,65,28,0.445,0.75,5,1.25,0.1025,111.25,71,10,749.5,0,0,0,2,0,0,0,2,Orthodox,175.26,180.34,170,1,0,0,3,2.333333333,13,7.833333333,26.66666667,6.5,6.5,3.833333333,36.16666667,9.166666667,0.1666666667,7,6.666666667,0.8333333333,0.1666666667,46.16666667,18.16666667,0.5416666667,0.3333333333,5.833333333,2.833333333,0.4683333333,58.83333333,30.16666667,2,2,3.833333333,2.666666667,11.16666667,5.833333333,26.33333333,9,5,3,35.66666667,12.83333333,0.1666666667,3,2.333333333,0.6666666667,0.1666666667,42.5,17.83333333,0.3916666667,0.6666666667,2.833333333,1.166666667,0.2816666667,70.16666667,44.33333333,13,564.1666667,0,0,0,2,1,1,0,4,Orthodox,177.8,182.88,170,32,27
Jon Fitch,Diego Sanchez,Herb Dean,2007-09-22,"Anaheim, California, USA",Red,FALSE,Welterweight,3,1,0,0,7.571428571,6.428571429,4.142857143,3.142857143,36,6.428571429,28.57142857,16.57142857,60.28571429,18.85714286,0.2857142857,0.8571428571,0.8571428571,2.428571429,0.2857142857,68.71428571,26.14285714,0.4385714286,0.4285714286,5.571428571,1.857142857,0.3585714286,87.71428571,41.71428571,6,1,1.428571429,0.8571428571,3.571428571,2,37,11.14285714,4.428571429,1.714285714,42.57142857,13,0,1,1,0.1428571429,0.1428571429,45,14.85714286,0.4014285714,0.2857142857,2.285714286,1.714285714,0.3285714286,69.14285714,37.57142857,16,612.8571429,1,0,0,3,3,0,0,6,Southpaw,177.8,182.88,170,0,6,0,5.5,4.333333333,8.833333333,5.166666667,15.16666667,6.5,30.16666667,18.66666667,44.83333333,22.83333333,0.3333333333,3.833333333,3.166666667,3,0,54.16666667,30.33333333,0.54,1.333333333,4.833333333,3,0.5533333333,140.1666667,113.1666667,6,0,2.333333333,1.666666667,8.5,7,9.166666667,2.333333333,0.3333333333,0.1666666667,9.166666667,1.666666667,0,6.5,6.166666667,0,0,18,9.5,0.5766666667,1.666666667,2.333333333,0.8333333333,0.3466666667,22.66666667,14,14,637.6666667,0,0,0,2,1,3,0,6,Orthodox,182.88,193.04,170,25,29
Rich Clementi,Anthony Johnson,Herb Dean,2007-09-22,"Anaheim, California, USA",Red,FALSE,Welterweight,3,0,1,0,0,0,0,0,7,3,0,0,7,3,1,0,0,0,0,7,3,0.42,0,0,0,0,7,3,1,0,0,0,0,0,9,2,0,0,8,1,0,1,1,0,0,9,2,0.22,0,0,0,0,9,2,1,13,0,0,0,0,1,0,0,1,Orthodox,187.96,198.12,205,1,0,0,6.5,5.25,8.25,5.75,46.5,14.25,1.75,1.25,42,9.75,0,8,6.25,1,0,56.5,21.25,0.3675,0.25,2.75,1,0.4375,78.75,42.75,1,3,8,6.75,14,10.75,56.25,18,7.5,3.5,62.75,18.5,0.5,7,7,3,0,77.75,32.25,0.45,1.5,2.25,2,0.4675,104.25,56,10,707.75,0,0,0,0,0,1,0,1,Southpaw,175.26,182.88,155,23,31
Dustin Hazelett,Jonathan Goulet,Steve Mazzagatti,2007-09-19,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,3,1,0,0,2.25,1.75,2.75,1.75,9.25,2.5,7.75,4,15.75,5.25,0,1.75,1.25,2.75,1,19.75,8.25,0.3375,0.25,2.5,1.5,0.165,47.75,32.25,1,2,1.5,1.5,2,1.25,7.75,3.75,9.75,6.75,17,9.25,1,1,1,3.25,0,19.5,11.75,0.6875,1.75,3.25,2.5,0.4375,31.75,22.75,8,456.5,0,1,0,0,0,0,1,2,Orthodox,182.88,185.42,170,0,2,0,1,1,2.333333333,1.666666667,26,11,19.33333333,9,43.33333333,18.66666667,0,3.333333333,2,0,0,47.66666667,21.66666667,0.4133333333,1,0.3333333333,0.3333333333,0.3333333333,61.66666667,34.66666667,2,1,0.6666666667,0.6666666667,0,0,18,5.666666667,3.666666667,3,19.66666667,7.333333333,0,1.333333333,0.6666666667,2.333333333,0,21.66666667,8.666666667,0.56,0.3333333333,3,1.666666667,0.5,39.33333333,26,5,436.3333333,0,0,0,1,0,1,0,2,Orthodox,185.42,193.04,170,28,21
Luke Cummo,Edilberto de Oliveira,Herb Dean,2007-09-19,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,3,1,0,0,15,15,3,1,139,45,0,0,110,20,0,17,11,0,0,142,46,0.32,0,5,0,0,142,46,0,1,7,6,5,4,183,71,10,3,153,44,1,38,28,0,0,198,78,0.39,0,0,0,0,200,80,3,637,0,0,0,0,0,0,0,0,Orthodox,182.88,,170,0,1,0,12.5,8.75,11.75,6.75,43.75,16.75,8.75,5,47.75,15.75,0.75,4,4,1.5,0,64.25,28.5,0.4825,1.75,1.5,1,0.4375,97.5,59,1,2,5.5,4,4.5,2.75,26.75,5.25,13.5,8,37.25,10.5,0,2,1.5,6.5,0.5,44.75,16,0.3925,0.75,7.75,3.5,0.42,73.5,41.75,11,791.25,1,0,0,1,1,0,0,2,Orthodox,182.88,187.96,170,24,27
Thiago Alves,Kuniyoshi Hironaka,Herb Dean,2007-09-19,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,3,0,1,0,3.5,3,3,2,14.5,3.5,13.5,9.5,26,11,0,1.5,1,5,0,31,15,0.4,1.5,7,2.5,0.205,84.5,66,1,1,4.5,2.5,6,2,29.5,9.5,21,14,48,20,0,4,3,0.5,0.5,56.5,25.5,0.38,0,3,2.5,0.415,142,105,6,900,0,0,0,1,0,0,0,1,Orthodox,177.8,177.8,168,0,2,0,4.166666667,3.666666667,6.666666667,4.5,25,9.333333333,15.5,7.5,35.33333333,12.5,0.5,7.666666667,5.166666667,1.5,0,47.16666667,21.33333333,0.5733333333,0.6666666667,0.8333333333,0.8333333333,0.5,69,39.83333333,2,2,3.5,2.333333333,7.333333333,4.166666667,23,4.5,10.83333333,7.666666667,35.66666667,12.5,0.1666666667,2,1.5,1.5,0.1666666667,41.16666667,16.33333333,0.4516666667,1.166666667,4.333333333,1,0.2416666667,54.66666667,29,11,458.1666667,0,0,0,1,3,0,0,4,Orthodox,175.26,177.8,170,31,23
